数据集,规范字段名,来源系统,来源接口,来源字段名,来源数据类型,来源单位,转换系数,来源字段说明,备注
cashflow_quarterly,im_n_incr_cash_equ,tushare_cashflow,cashflow,im_n_incr_cash_equ,float,无,1,现金及现金等价物净增加额(间接法),现金流量表季度
cashflow_quarterly,net_dism_capital_add,tushare_cashflow,cashflow,net_dism_capital_add,float,无,1,拆出资金净增加额,现金流量表季度
cashflow_quarterly,net_cash_rece_sec,tushare_cashflow,cashflow,net_cash_rece_sec,float,元,1,代理买卖证券收到的现金净额(元),现金流量表季度
cashflow_quarterly,credit_impa_loss,tushare_cashflow,cashflow,credit_impa_loss,float,无,1,信用减值损失,现金流量表季度
cashflow_quarterly,use_right_asset_dep,tushare_cashflow,cashflow,use_right_asset_dep,float,无,1,使用权资产折旧,现金流量表季度
cashflow_quarterly,oth_loss_asset,tushare_cashflow,cashflow,oth_loss_asset,float,无,1,其他资产减值损失,现金流量表季度
cashflow_quarterly,end_bal_cash,tushare_cashflow,cashflow,end_bal_cash,float,无,1,现金的期末余额,现金流量表季度
cashflow_quarterly,beg_bal_cash,tushare_cashflow,cashflow,beg_bal_cash,float,无,1,减:现金的期初余额,现金流量表季度
cashflow_quarterly,end_bal_cash_equ,tushare_cashflow,cashflow,end_bal_cash_equ,float,无,1,加:现金等价物的期末余额,现金流量表季度
cashflow_quarterly,beg_bal_cash_equ,tushare_cashflow,cashflow,beg_bal_cash_equ,float,无,1,减:现金等价物的期初余额,现金流量表季度
cashflow_quarterly,update_flag,tushare_cashflow,cashflow,update_flag,str,无,1,更新标志(1最新）,现金流量表季度
market_daily_info,exchange,tushare_daily_info,daily_info,exchange,str,无,1.0,交易所,市场日度信息
market_daily_info,symbol,tushare_daily_info,daily_info,symbol,str,无,1.0,交易对,市场日度信息
market_daily_info,is_contract,tushare_daily_info,daily_info,is_contract,str,无,1.0,是否合约,市场日度信息
market_daily_info,status,tushare_daily_info,daily_info,status,str,无,1.0,状态Y可用N不可用,市场日度信息
moneyflow_stock,ts_code,tushare_moneyflow_stock,moneyflow,ts_code,str,无,1.0,TS代码,个股资金流向
moneyflow_stock,trade_date,tushare_moneyflow_stock,moneyflow,trade_date,str,无,1.0,交易日期,个股资金流向
moneyflow_stock,buy_sm_vol,tushare_moneyflow_stock,moneyflow,buy_sm_vol,int,手,1.0,小单买入量（手）,个股资金流向
moneyflow_stock,buy_sm_amount,tushare_moneyflow_stock,moneyflow,buy_sm_amount,float,元,1.0,小单买入金额（万元）,个股资金流向
moneyflow_stock,sell_sm_vol,tushare_moneyflow_stock,moneyflow,sell_sm_vol,int,手,1.0,小单卖出量（手）,个股资金流向
moneyflow_stock,sell_sm_amount,tushare_moneyflow_stock,moneyflow,sell_sm_amount,float,元,1.0,小单卖出金额（万元）,个股资金流向
moneyflow_stock,buy_md_vol,tushare_moneyflow_stock,moneyflow,buy_md_vol,int,手,1.0,中单买入量（手）,个股资金流向
moneyflow_stock,buy_md_amount,tushare_moneyflow_stock,moneyflow,buy_md_amount,float,元,1.0,中单买入金额（万元）,个股资金流向
moneyflow_stock,sell_md_vol,tushare_moneyflow_stock,moneyflow,sell_md_vol,int,手,1.0,中单卖出量（手）,个股资金流向
moneyflow_stock,sell_md_amount,tushare_moneyflow_stock,moneyflow,sell_md_amount,float,元,1.0,中单卖出金额（万元）,个股资金流向
moneyflow_stock,buy_lg_vol,tushare_moneyflow_stock,moneyflow,buy_lg_vol,int,手,1.0,大单买入量（手）,个股资金流向
moneyflow_stock,buy_lg_amount,tushare_moneyflow_stock,moneyflow,buy_lg_amount,float,元,1.0,大单买入金额（万元）,个股资金流向
moneyflow_stock,sell_lg_vol,tushare_moneyflow_stock,moneyflow,sell_lg_vol,int,手,1.0,大单卖出量（手）,个股资金流向
moneyflow_stock,sell_lg_amount,tushare_moneyflow_stock,moneyflow,sell_lg_amount,float,元,1.0,大单卖出金额（万元）,个股资金流向
moneyflow_stock,buy_elg_vol,tushare_moneyflow_stock,moneyflow,buy_elg_vol,int,手,1.0,特大单买入量（手）,个股资金流向
moneyflow_stock,buy_elg_amount,tushare_moneyflow_stock,moneyflow,buy_elg_amount,float,元,1.0,特大单买入金额（万元）,个股资金流向
moneyflow_stock,sell_elg_vol,tushare_moneyflow_stock,moneyflow,sell_elg_vol,int,手,1.0,特大单卖出量（手）,个股资金流向
moneyflow_stock,sell_elg_amount,tushare_moneyflow_stock,moneyflow,sell_elg_amount,float,元,1.0,特大单卖出金额（万元）,个股资金流向
moneyflow_stock,net_mf_vol,tushare_moneyflow_stock,moneyflow,net_mf_vol,int,手,1.0,净流入量（手）,个股资金流向
moneyflow_stock,net_mf_amount,tushare_moneyflow_stock,moneyflow,net_mf_amount,float,元,1.0,净流入额（万元）,个股资金流向
kline_daily,trade_date,tdx_kline_api,kline-history,trade_date,str,无,1.0,TDX 本地 API kline-history 字段 trade_date,TDX 历史K线（经 DataSourceManager 标准化后）
kline_daily,ts_code,tdx_kline_api,kline-history,ts_code,str,无,1.0,TDX 本地 API kline-history 字段 ts_code,TDX 历史K线（经 DataSourceManager 标准化后）
kline_daily,open,tdx_kline_api,kline-history,open,float,无,1.0,TDX 本地 API kline-history 字段 open,TDX 历史K线（经 DataSourceManager 标准化后）
kline_daily,high,tdx_kline_api,kline-history,high,float,无,1.0,TDX 本地 API kline-history 字段 high,TDX 历史K线（经 DataSourceManager 标准化后）
kline_daily,low,tdx_kline_api,kline-history,low,float,无,1.0,TDX 本地 API kline-history 字段 low,TDX 历史K线（经 DataSourceManager 标准化后）
kline_daily,close,tdx_kline_api,kline-history,close,float,厘,1.0,TDX 本地 API kline-history 字段 close（价格单位：厘）,TDX 历史K线（经 DataSourceManager 标准化后）
kline_daily,vol,tdx_kline_api,kline-history,vol,float,手,1.0,TDX 本地 API kline-history 字段 vol（成交量单位：手）,TDX 历史K线（经 DataSourceManager 标准化后）
kline_daily,amount,tdx_kline_api,kline-history,amount,float,厘,1.0,TDX 本地 API kline-history 字段 amount（成交额单位：厘）,TDX 历史K线（经 DataSourceManager 标准化后）
kline_daily_raw,trade_date,db_aistock,market.kline_daily_raw,trade_date,str,无,1.0,market.kline_daily_raw 字段 trade_date,原始日线（厘/手）
kline_daily_raw,ts_code,db_aistock,market.kline_daily_raw,ts_code,str,无,1.0,market.kline_daily_raw 字段 ts_code,原始日线（厘/手）
kline_daily_raw,open_li,db_aistock,market.kline_daily_raw,open_li,float,厘,1.0,market.kline_daily_raw 字段 open_li（价格单位：厘）,原始日线（厘/手）
kline_daily_raw,high_li,db_aistock,market.kline_daily_raw,high_li,float,厘,1.0,market.kline_daily_raw 字段 high_li（价格单位：厘）,原始日线（厘/手）
kline_daily_raw,low_li,db_aistock,market.kline_daily_raw,low_li,float,厘,1.0,market.kline_daily_raw 字段 low_li（价格单位：厘）,原始日线（厘/手）
kline_daily_raw,close_li,db_aistock,market.kline_daily_raw,close_li,float,厘,1.0,market.kline_daily_raw 字段 close_li（价格单位：厘）,原始日线（厘/手）
kline_daily_raw,volume_hand,db_aistock,market.kline_daily_raw,volume_hand,float,手,1.0,market.kline_daily_raw 字段 volume_hand（成交量单位：手）,原始日线（厘/手）
kline_daily_raw,amount_li,db_aistock,market.kline_daily_raw,amount_li,float,厘,1.0,market.kline_daily_raw 字段 amount_li（成交额单位：厘）,原始日线（厘/手）
kline_daily_raw,source,db_aistock,market.kline_daily_raw,source,str,无,1.0,market.kline_daily_raw 字段 source,原始日线（厘/手）
kline_daily_qfq,trade_date,db_aistock,market.kline_daily_qfq,trade_date,str,无,1.0,market.kline_daily_qfq 字段 trade_date,前复权日线（厘/手）
kline_daily_qfq,ts_code,db_aistock,market.kline_daily_qfq,ts_code,str,无,1.0,market.kline_daily_qfq 字段 ts_code,前复权日线（厘/手）
kline_daily_qfq,open_li,db_aistock,market.kline_daily_qfq,open_li,float,厘,1.0,market.kline_daily_qfq 字段 open_li（价格单位：厘）,前复权日线（厘/手）
kline_daily_qfq,high_li,db_aistock,market.kline_daily_qfq,high_li,float,厘,1.0,market.kline_daily_qfq 字段 high_li（价格单位：厘）,前复权日线（厘/手）
kline_daily_qfq,low_li,db_aistock,market.kline_daily_qfq,low_li,float,厘,1.0,market.kline_daily_qfq 字段 low_li（价格单位：厘）,前复权日线（厘/手）
kline_daily_qfq,close_li,db_aistock,market.kline_daily_qfq,close_li,float,厘,1.0,market.kline_daily_qfq 字段 close_li（价格单位：厘）,前复权日线（厘/手）
kline_daily_qfq,volume_hand,db_aistock,market.kline_daily_qfq,volume_hand,float,手,1.0,market.kline_daily_qfq 字段 volume_hand（成交量单位：手）,前复权日线（厘/手）
kline_daily_qfq,amount_li,db_aistock,market.kline_daily_qfq,amount_li,float,厘,1.0,market.kline_daily_qfq 字段 amount_li（成交额单位：厘）,前复权日线（厘/手）
kline_daily_qfq,source,db_aistock,market.kline_daily_qfq,source,str,无,1.0,market.kline_daily_qfq 字段 source,前复权日线（厘/手）
kline_daily_hfq,trade_date,db_aistock,market.kline_daily_hfq,trade_date,str,无,1.0,market.kline_daily_hfq 字段 trade_date,后复权日线（厘/手）
kline_daily_hfq,ts_code,db_aistock,market.kline_daily_hfq,ts_code,str,无,1.0,market.kline_daily_hfq 字段 ts_code,后复权日线（厘/手）
kline_daily_hfq,open_li,db_aistock,market.kline_daily_hfq,open_li,float,厘,1.0,market.kline_daily_hfq 字段 open_li（价格单位：厘）,后复权日线（厘/手）
kline_daily_hfq,high_li,db_aistock,market.kline_daily_hfq,high_li,float,厘,1.0,market.kline_daily_hfq 字段 high_li（价格单位：厘）,后复权日线（厘/手）
kline_daily_hfq,low_li,db_aistock,market.kline_daily_hfq,low_li,float,厘,1.0,market.kline_daily_hfq 字段 low_li（价格单位：厘）,后复权日线（厘/手）
kline_daily_hfq,close_li,db_aistock,market.kline_daily_hfq,close_li,float,厘,1.0,market.kline_daily_hfq 字段 close_li（价格单位：厘）,后复权日线（厘/手）
kline_daily_hfq,volume_hand,db_aistock,market.kline_daily_hfq,volume_hand,float,手,1.0,market.kline_daily_hfq 字段 volume_hand（成交量单位：手）,后复权日线（厘/手）
kline_daily_hfq,amount_li,db_aistock,market.kline_daily_hfq,amount_li,float,厘,1.0,market.kline_daily_hfq 字段 amount_li（成交额单位：厘）,后复权日线（厘/手）
kline_daily_hfq,source,db_aistock,market.kline_daily_hfq,source,str,无,1.0,market.kline_daily_hfq 字段 source,后复权日线（厘/手）
etf_basic,ts_code,tushare_etf_basic,etf_basic,ts_code,str,无,1.0,基金交易代码,ETF 基础信息
etf_basic,csname,tushare_etf_basic,etf_basic,csname,str,无,1.0,ETF中文简称,ETF 基础信息
etf_basic,extname,tushare_etf_basic,etf_basic,extname,str,无,1.0,ETF扩位简称(对应交易所简称),ETF 基础信息
etf_basic,cname,tushare_etf_basic,etf_basic,cname,str,无,1.0,基金中文全称,ETF 基础信息
etf_basic,index_code,tushare_etf_basic,etf_basic,index_code,str,无,1.0,ETF基准指数代码,ETF 基础信息
etf_basic,index_name,tushare_etf_basic,etf_basic,index_name,str,无,1.0,ETF基准指数中文全称,ETF 基础信息
etf_basic,setup_date,tushare_etf_basic,etf_basic,setup_date,str,无,1.0,设立日期（格式：YYYYMMDD）,ETF 基础信息
etf_basic,list_date,tushare_etf_basic,etf_basic,list_date,str,无,1.0,上市日期（格式：YYYYMMDD）,ETF 基础信息
etf_basic,list_status,tushare_etf_basic,etf_basic,list_status,str,无,1.0,存续状态（L上市 D退市 P待上市）,ETF 基础信息
etf_basic,exchange,tushare_etf_basic,etf_basic,exchange,str,无,1.0,交易所（上交所SH 深交所SZ）,ETF 基础信息
etf_basic,mgr_name,tushare_etf_basic,etf_basic,mgr_name,str,无,1.0,基金管理人简称,ETF 基础信息
etf_basic,custod_name,tushare_etf_basic,etf_basic,custod_name,str,无,1.0,基金托管人名称,ETF 基础信息
etf_basic,mgt_fee,tushare_etf_basic,etf_basic,mgt_fee,float,无,1.0,基金管理人收取的费用,ETF 基础信息
etf_basic,etf_type,tushare_etf_basic,etf_basic,etf_type,str,无,1.0,基金投资通道类型（境内、QDII）,ETF 基础信息
moneyflow_stock_akshare,日期,akshare_stock_individual_fund_flow,stock_individual_fund_flow,日期,str,无,1.0,交易日期,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
moneyflow_stock_akshare,收盘价,akshare_stock_individual_fund_flow,stock_individual_fund_flow,收盘价,float,元,1.0,当日收盘价,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
moneyflow_stock_akshare,涨跌幅,akshare_stock_individual_fund_flow,stock_individual_fund_flow,涨跌幅,float,%,1.0,当日相对前一交易日涨跌幅,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
moneyflow_stock_akshare,主力净流入-净额,akshare_stock_individual_fund_flow,stock_individual_fund_flow,主力净流入-净额,float,元,1.0,大单+超大单合计净流入金额,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
moneyflow_stock_akshare,主力净流入-净占比,akshare_stock_individual_fund_flow,stock_individual_fund_flow,主力净流入-净占比,float,%,1.0,主力净流入金额占成交额比例,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
moneyflow_stock_akshare,超大单净流入-净额,akshare_stock_individual_fund_flow,stock_individual_fund_flow,超大单净流入-净额,float,元,1.0,超大单净流入金额,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
moneyflow_stock_akshare,超大单净流入-净占比,akshare_stock_individual_fund_flow,stock_individual_fund_flow,超大单净流入-净占比,float,%,1.0,超大单净流入金额占成交额比例,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
moneyflow_stock_akshare,大单净流入-净额,akshare_stock_individual_fund_flow,stock_individual_fund_flow,大单净流入-净额,float,元,1.0,大单净流入金额,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
moneyflow_stock_akshare,大单净流入-净占比,akshare_stock_individual_fund_flow,stock_individual_fund_flow,大单净流入-净占比,float,%,1.0,大单净流入金额占成交额比例,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
moneyflow_stock_akshare,中单净流入-净额,akshare_stock_individual_fund_flow,stock_individual_fund_flow,中单净流入-净额,float,元,1.0,中单净流入金额,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
moneyflow_stock_akshare,中单净流入-净占比,akshare_stock_individual_fund_flow,stock_individual_fund_flow,中单净流入-净占比,float,%,1.0,中单净流入金额占成交额比例,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
moneyflow_stock_akshare,小单净流入-净额,akshare_stock_individual_fund_flow,stock_individual_fund_flow,小单净流入-净额,float,元,1.0,小单净流入金额,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
moneyflow_stock_akshare,小单净流入-净占比,akshare_stock_individual_fund_flow,stock_individual_fund_flow,小单净流入-净占比,float,%,1.0,小单净流入金额占成交额比例,Akshare 个股资金流向（与 moneyflow_stock 语义对应）
margin_trading_summary,trade_date,tushare_margin,margin,trade_date,str,无,1.0,交易日期,融资融券汇总（Tushare margin）
margin_trading_summary,exchange_id,tushare_margin,margin,exchange_id,str,无,1.0,交易所代码（SSE上交所SZSE深交所BSE北交所）,融资融券汇总（Tushare margin）
margin_trading_summary,rzye,tushare_margin,margin,rzye,float,元,1.0,融资余额(元),融资融券汇总（Tushare margin）
margin_trading_summary,rzmre,tushare_margin,margin,rzmre,float,元,1.0,融资买入额(元),融资融券汇总（Tushare margin）
margin_trading_summary,rzche,tushare_margin,margin,rzche,float,元,1.0,融资偿还额(元),融资融券汇总（Tushare margin）
margin_trading_summary,rqye,tushare_margin,margin,rqye,float,元,1.0,融券余额(元),融资融券汇总（Tushare margin）
margin_trading_summary,rqmcl,tushare_margin,margin,rqmcl,float,手,1.0,"融券卖出量(股,份,手)",融资融券汇总（Tushare margin）
margin_trading_summary,rzrqye,tushare_margin,margin,rzrqye,float,元,1.0,融资融券余额(元),融资融券汇总（Tushare margin）
margin_trading_summary,rqyl,tushare_margin,margin,rqyl,float,手,1.0,"融券余量(股,份,手)",融资融券汇总（Tushare margin）
margin_trading_detail,trade_date,tushare_margin_detail,margin_detail,trade_date,str,无,1.0,交易日期,融资融券明细（Tushare margin_detail）
margin_trading_detail,ts_code,tushare_margin_detail,margin_detail,ts_code,str,无,1.0,TS股票代码,融资融券明细（Tushare margin_detail）
margin_trading_detail,name,tushare_margin_detail,margin_detail,name,str,无,1.0,股票名称 （20190910后有数据）,融资融券明细（Tushare margin_detail）
margin_trading_detail,rzye,tushare_margin_detail,margin_detail,rzye,float,元,1.0,融资余额(元),融资融券明细（Tushare margin_detail）
margin_trading_detail,rqye,tushare_margin_detail,margin_detail,rqye,float,元,1.0,融券余额(元),融资融券明细（Tushare margin_detail）
margin_trading_detail,rzmre,tushare_margin_detail,margin_detail,rzmre,float,元,1.0,融资买入额(元),融资融券明细（Tushare margin_detail）
margin_trading_detail,rqyl,tushare_margin_detail,margin_detail,rqyl,float,无,1.0,融券余量（股）,融资融券明细（Tushare margin_detail）
margin_trading_detail,rzche,tushare_margin_detail,margin_detail,rzche,float,元,1.0,融资偿还额(元),融资融券明细（Tushare margin_detail）
margin_trading_detail,rqchl,tushare_margin_detail,margin_detail,rqchl,float,无,1.0,融券偿还量(股),融资融券明细（Tushare margin_detail）
margin_trading_detail,rqmcl,tushare_margin_detail,margin_detail,rqmcl,float,手,1.0,"融券卖出量(股,份,手)",融资融券明细（Tushare margin_detail）
margin_trading_detail,rzrqye,tushare_margin_detail,margin_detail,rzrqye,float,元,1.0,融资融券余额(元),融资融券明细（Tushare margin_detail）
stock_52week_range,symbol,internal_unified_data,get_52week_high_low,symbol,str,无,1.0,股票代码（6位或带后缀）,UnifiedDataAccess 计算的52周高低位结果
stock_52week_range,high_52w,internal_unified_data,get_52week_high_low,high_52w,float,元,1.0,过去52周内的最高价,UnifiedDataAccess 计算的52周高低位结果
stock_52week_range,low_52w,internal_unified_data,get_52week_high_low,low_52w,float,元,1.0,过去52周内的最低价,UnifiedDataAccess 计算的52周高低位结果
stock_52week_range,high_date,internal_unified_data,get_52week_high_low,high_date,str,无,1.0,52周最高价对应的交易日期,UnifiedDataAccess 计算的52周高低位结果
stock_52week_range,low_date,internal_unified_data,get_52week_high_low,low_date,str,无,1.0,52周最低价对应的交易日期,UnifiedDataAccess 计算的52周高低位结果
stock_52week_range,current_price,internal_unified_data,get_52week_high_low,current_price,float,元,1.0,最近一个交易日的收盘价,UnifiedDataAccess 计算的52周高低位结果
stock_52week_range,position_percent,internal_unified_data,get_52week_high_low,position_percent,float,%,1.0,当前价格在52周高低位区间中的百分位位置,UnifiedDataAccess 计算的52周高低位结果
stock_52week_range,success,internal_unified_data,get_52week_high_low,success,bool,无,1.0,是否成功获取到52周高低位数据,UnifiedDataAccess 计算的52周高低位结果
kline_minute_raw,trade_time,db_aistock,market.kline_minute_raw,trade_time,str,无,1.0,market.kline_minute_raw 字段 trade_time,分钟线原始数据（厘/手）
kline_minute_raw,ts_code,db_aistock,market.kline_minute_raw,ts_code,str,无,1.0,market.kline_minute_raw 字段 ts_code,分钟线原始数据（厘/手）
kline_minute_raw,freq,db_aistock,market.kline_minute_raw,freq,str,无,1.0,market.kline_minute_raw 字段 freq，固定为 1m,分钟线原始数据（厘/手）
kline_minute_raw,open_li,db_aistock,market.kline_minute_raw,open_li,float,厘,1.0,market.kline_minute_raw 字段 open_li（价格单位：厘）,分钟线原始数据（厘/手）
kline_minute_raw,high_li,db_aistock,market.kline_minute_raw,high_li,float,厘,1.0,market.kline_minute_raw 字段 high_li（价格单位：厘）,分钟线原始数据（厘/手）
kline_minute_raw,low_li,db_aistock,market.kline_minute_raw,low_li,float,厘,1.0,market.kline_minute_raw 字段 low_li（价格单位：厘）,分钟线原始数据（厘/手）
kline_minute_raw,close_li,db_aistock,market.kline_minute_raw,close_li,float,厘,1.0,market.kline_minute_raw 字段 close_li（价格单位：厘）,分钟线原始数据（厘/手）
kline_minute_raw,volume_hand,db_aistock,market.kline_minute_raw,volume_hand,float,手,1.0,market.kline_minute_raw 字段 volume_hand（成交量单位：手）,分钟线原始数据（厘/手）
kline_minute_raw,amount_li,db_aistock,market.kline_minute_raw,amount_li,float,厘,1.0,market.kline_minute_raw 字段 amount_li（成交额单位：厘）,分钟线原始数据（厘/手）
kline_minute_raw,adjust_type,db_aistock,market.kline_minute_raw,adjust_type,str,无,1.0,market.kline_minute_raw 字段 adjust_type，固定为 none,分钟线原始数据（厘/手）
kline_minute_raw,source,db_aistock,market.kline_minute_raw,source,str,无,1.0,market.kline_minute_raw 字段 source（tdx_api / tdx_vipdoc）,分钟线原始数据（厘/手）
tick_trade_raw,trade_time,db_aistock,market.tick_trade_raw,trade_time,str,无,1.0,market.tick_trade_raw 字段 trade_time,逐笔成交原始数据（厘/手）
tick_trade_raw,ts_code,db_aistock,market.tick_trade_raw,ts_code,str,无,1.0,market.tick_trade_raw 字段 ts_code,逐笔成交原始数据（厘/手）
tick_trade_raw,price_li,db_aistock,market.tick_trade_raw,price_li,float,厘,1.0,market.tick_trade_raw 字段 price_li（成交价单位：厘）,逐笔成交原始数据（厘/手）
tick_trade_raw,volume_hand,db_aistock,market.tick_trade_raw,volume_hand,float,手,1.0,market.tick_trade_raw 字段 volume_hand（成交量单位：手）,逐笔成交原始数据（厘/手）
tick_trade_raw,status,db_aistock,market.tick_trade_raw,status,int,无,1.0,market.tick_trade_raw 字段 status（0 买入 1 卖出 2 中性）,逐笔成交原始数据（厘/手）
tick_trade_raw,source,db_aistock,market.tick_trade_raw,source,str,无,1.0,market.tick_trade_raw 字段 source，固定为 tdx_api,逐笔成交原始数据（厘/手）
quote_snapshot,snapshot_time,db_aistock,market.quote_snapshot,snapshot_time,str,无,1.0,market.quote_snapshot 字段 snapshot_time,行情快照（厘/手）
quote_snapshot,ts_code,db_aistock,market.quote_snapshot,ts_code,str,无,1.0,market.quote_snapshot 字段 ts_code,行情快照（厘/手）
quote_snapshot,last_li,db_aistock,market.quote_snapshot,last_li,float,厘,1.0,market.quote_snapshot 字段 last_li（最新价单位：厘）,行情快照（厘/手）
quote_snapshot,open_li,db_aistock,market.quote_snapshot,open_li,float,厘,1.0,market.quote_snapshot 字段 open_li（开盘价单位：厘）,行情快照（厘/手）
quote_snapshot,high_li,db_aistock,market.quote_snapshot,high_li,float,厘,1.0,market.quote_snapshot 字段 high_li（最高价单位：厘）,行情快照（厘/手）
quote_snapshot,low_li,db_aistock,market.quote_snapshot,low_li,float,厘,1.0,market.quote_snapshot 字段 low_li（最低价单位：厘）,行情快照（厘/手）
quote_snapshot,close_li,db_aistock,market.quote_snapshot,close_li,float,厘,1.0,market.quote_snapshot 字段 close_li（收盘价单位：厘）,行情快照（厘/手）
quote_snapshot,total_hand,db_aistock,market.quote_snapshot,total_hand,float,手,1.0,market.quote_snapshot 字段 total_hand（总成交量单位：手）,行情快照（厘/手）
quote_snapshot,amount_li,db_aistock,market.quote_snapshot,amount_li,float,厘,1.0,market.quote_snapshot 字段 amount_li（成交额单位：厘）,行情快照（厘/手）
quote_snapshot,inside_dish,db_aistock,market.quote_snapshot,inside_dish,float,手,1.0,market.quote_snapshot 字段 inside_dish（内盘单位：手）,行情快照（厘/手）
quote_snapshot,outer_disc,db_aistock,market.quote_snapshot,outer_disc,float,手,1.0,market.quote_snapshot 字段 outer_disc（外盘单位：手）,行情快照（厘/手）
quote_snapshot,intuition,db_aistock,market.quote_snapshot,intuition,float,手,1.0,market.quote_snapshot 字段 intuition（现量单位：手）,行情快照（厘/手）
quote_snapshot,server_time_ts,db_aistock,market.quote_snapshot,server_time_ts,str,无,1.0,market.quote_snapshot 字段 server_time_ts,行情快照（厘/手）
quote_snapshot,buy_levels,db_aistock,market.quote_snapshot,buy_levels,json,无,1.0,market.quote_snapshot 字段 buy_levels JSON,行情快照（厘/手）
quote_snapshot,sell_levels,db_aistock,market.quote_snapshot,sell_levels,json,无,1.0,market.quote_snapshot 字段 sell_levels JSON,行情快照（厘/手）
sina_board_intraday,ts,db_aistock,market.sina_board_intraday,ts,str,无,1.0,market.sina_board_intraday 字段 ts（快照时间 TIMESTAMPTZ）,新浪板块资金分时
sina_board_intraday,cate_type,db_aistock,market.sina_board_intraday,cate_type,int,无,1.0,market.sina_board_intraday 字段 cate_type（板块分类类型 0/1/2）,新浪板块资金分时
sina_board_intraday,board_code,db_aistock,market.sina_board_intraday,board_code,str,无,1.0,market.sina_board_intraday 字段 board_code（板块代码，如 gn_ldc）,新浪板块资金分时
sina_board_intraday,board_name,db_aistock,market.sina_board_intraday,board_name,str,无,1.0,market.sina_board_intraday 字段 board_name（板块名称）,新浪板块资金分时
sina_board_intraday,pct_chg,db_aistock,market.sina_board_intraday,pct_chg,float,%,1.0,market.sina_board_intraday 字段 pct_chg（板块平均涨跌幅，单位：%）,新浪板块资金分时
sina_board_intraday,amount,db_aistock,market.sina_board_intraday,amount,float,元,1.0,market.sina_board_intraday 字段 amount（成交额，单位：元）,新浪板块资金分时
sina_board_intraday,net_inflow,db_aistock,market.sina_board_intraday,net_inflow,float,元,1.0,market.sina_board_intraday 字段 net_inflow（资金净流入，单位：元）,新浪板块资金分时
sina_board_intraday,turnover,db_aistock,market.sina_board_intraday,turnover,float,无,1.0,market.sina_board_intraday 字段 turnover（换手率，原始为小数）,新浪板块资金分时
sina_board_intraday,ratioamount,db_aistock,market.sina_board_intraday,ratioamount,float,%,1.0,market.sina_board_intraday 字段 ratioamount（净流入率，单位：%）,新浪板块资金分时
sina_board_intraday,meta,db_aistock,market.sina_board_intraday,meta,json,无,1.0,market.sina_board_intraday 字段 meta（原始新浪 JSON 明细）,新浪板块资金分时
sina_board_daily,trade_date,db_aistock,market.sina_board_daily,trade_date,str,无,1.0,market.sina_board_daily 字段 trade_date（交易日 YYYY-MM-DD）,新浪板块资金日统计
sina_board_daily,cate_type,db_aistock,market.sina_board_daily,cate_type,int,无,1.0,market.sina_board_daily 字段 cate_type（板块分类类型 0/1/2）,新浪板块资金日统计
sina_board_daily,board_code,db_aistock,market.sina_board_daily,board_code,str,无,1.0,market.sina_board_daily 字段 board_code（板块代码，如 gn_ldc）,新浪板块资金日统计
sina_board_daily,board_name,db_aistock,market.sina_board_daily,board_name,str,无,1.0,market.sina_board_daily 字段 board_name（板块名称）,新浪板块资金日统计
sina_board_daily,pct_chg,db_aistock,market.sina_board_daily,pct_chg,float,%,1.0,market.sina_board_daily 字段 pct_chg（当日平均涨跌幅，单位：%）,新浪板块资金日统计
sina_board_daily,amount,db_aistock,market.sina_board_daily,amount,float,元,1.0,market.sina_board_daily 字段 amount（当日成交额，单位：元）,新浪板块资金日统计
sina_board_daily,net_inflow,db_aistock,market.sina_board_daily,net_inflow,float,元,1.0,market.sina_board_daily 字段 net_inflow（当日资金净流入，单位：元）,新浪板块资金日统计
sina_board_daily,turnover,db_aistock,market.sina_board_daily,turnover,float,无,1.0,market.sina_board_daily 字段 turnover（当日换手率，原始为小数）,新浪板块资金日统计
sina_board_daily,ratioamount,db_aistock,market.sina_board_daily,ratioamount,float,%,1.0,market.sina_board_daily 字段 ratioamount（当日净流入率，单位：%）,新浪板块资金日统计
sina_board_daily,meta,db_aistock,market.sina_board_daily,meta,json,无,1.0,market.sina_board_daily 字段 meta（原始新浪 JSON 明细）,新浪板块资金日统计

index_kline_daily_qfq,trade_date,db_aistock,market.index_kline_daily_qfq,trade_date,str,无,1.0,market.index_kline_daily_qfq 字段 trade_date（交易日 YYYY-MM-DD）,指数前复权日K（厘/手）
index_kline_daily_qfq,code,db_aistock,market.index_kline_daily_qfq,code,str,无,1.0,market.index_kline_daily_qfq 字段 code（指数代码，如 399001.SZ）,指数前复权日K（厘/手）
